job_number,job_date,job_state,service,tasker_number,job_value,tasker_payout
93718,2023-04-05,cancelled,cleaning,1790,110.0,90.0
84403,2023-04-05,cancelled,cleaning,,100.0,92.0
85358,2023-04-05,cancelled,cleaning,,181.0,139.0
84089,2023-04-05,completed,cleaning,1424,139.0,99.0
64321,2023-04-05,completed,cleaning,344,127.0,111.0
84133,2023-04-05,completed,heavy_cleaning,1466,184.0,161.0
11299,2023-04-05,completed,heavy_cleaning,3468,217.0,163.0
88727,2023-04-06,completed,cleaning,2549,117.0,92.0
103435,2023-04-06,completed,furniture_assembly,726,123.0,90.0
71006,2023-04-06,cancelled,cleaning,3298,162.0,117.0
99461,2023-04-06,completed,cleaning,2335,198.0,124.0
103334,2023-04-06,completed,furniture_assembly,2355,37.0,21.0
103338,2023-04-06,cancelled,furniture_assembly,3102,42.0,35.0
84354,2023-04-06,cancelled,cleaning,,155.0,143.0
86216,2023-04-06,completed,cleaning,1374,184.0,140.0
47410,2023-04-06,cancelled,cleaning,,207.0,144.0
85050,2023-04-06,completed,business_cleaning,3130,104.0,85.0
63036,2023-04-06,cancelled,cleaning,620,186.0,149.0
76378,2023-04-06,cancelled,cleaning,,139.0,111.0
84871,2023-04-06,completed,cleaning,983,123.0,101.0
81825,2023-04-06,cancelled,cleaning,,133.0,118.0
92721,2023-04-06,cancelled,ironing,,152.0,111.0
58719,2023-04-06,completed,cleaning,1310,177.0,143.0
102332,2023-04-06,completed,cleaning,3813,133.0,155.0
103277,2023-04-06,completed,cleaning,1744,128.0,100.0
85545,2023-04-06,cancelled,cleaning,,200.0,132.0
86083,2023-04-06,completed,cleaning,238,162.0,117.0
97882,2023-04-06,completed,cleaning,3575,170.0,119.0
98087,2023-04-06,cancelled,cleaning,,205.0,143.0
61830,2023-04-06,completed,cleaning,77,180.0,135.0
102745,2023-04-06,completed,cleaning,2876,103.0,74.0
67582,2023-04-06,completed,cleaning,83,162.0,115.0
60437,2023-04-06,completed,cleaning,1549,93.0,54.0
103603,2023-04-06,cancelled,heavy_cleaning,,244.0,194.0
85160,2023-04-06,completed,cleaning,1932,171.0,135.0
83580,2023-04-06,completed,cleaning,2059,123.0,126.0
83301,2023-04-06,cancelled,cleaning,,145.0,140.0
83972,2023-04-06,cancelled,cleaning,,114.0,90.0
84931,2023-04-06,completed,cleaning,880,139.0,109.0
101190,2023-04-06,completed,cleaning,3063,162.0,124.0
102332,2023-04-06,completed,cleaning,1230,132.0,147.0
94767,2023-04-06,completed,cleaning,1173,130.0,109.0
102675,2023-04-06,completed,cleaning,1059,164.0,114.0
85439,2023-04-06,completed,express_cleaning,3559,33.0,21.0
102860,2023-04-06,completed,heavy_cleaning,498,191.0,138.0
103091,2023-04-06,cancelled,cleaning,,125.0,140.0
85212,2023-04-06,cancelled,cleaning,413,103.0,100.0
85897,2023-04-06,completed,cleaning,3513,119.0,89.0
103460,2023-04-06,completed,cleaning,71,141.0,109.0
103104,2023-04-06,completed,cleaning,1807,173.0,183.0
102895,2023-04-06,cancelled,cleaning,,214.0,132.0
103597,2023-04-06,cancelled,cleaning,,142.0,151.0
102599,2023-04-06,completed,cleaning,678,168.0,128.0
103662,2023-04-06,completed,remodeling_cleaning,1708,260.0,223.0
103440,2023-04-06,completed,cleaning,383,195.0,172.0
59499,2023-04-06,completed,cleaning,2193,168.0,112.0
84435,2023-04-06,cancelled,cleaning,3018,166.0,141.0
60995,2023-04-06,completed,cleaning,3280,107.0,78.0
99248,2023-04-06,completed,pre_moving_cleaning,260,207.0,146.0
85913,2023-04-06,completed,cleaning,2598,176.0,113.0
83741,2023-04-06,cancelled,cleaning,2866,184.0,152.0
85082,2023-04-06,cancelled,cleaning,2916,169.0,141.0
83745,2023-04-06,cancelled,cleaning,3266,173.0,125.0
83745,2023-04-06,cancelled,cleaning,3643,164.0,116.0
60710,2023-04-06,completed,cleaning,2489,142.0,89.0
84866,2023-04-06,completed,cleaning,2319,133.0,96.0
47482,2023-04-06,cancelled,heavy_cleaning,,192.0,156.0
102919,2023-04-06,completed,cleaning,3448,179.0,123.0
99420,2023-04-06,completed,cleaning,2329,195.0,179.0
103400,2023-04-06,completed,ironing,1642,135.0,90.0
22239,2023-04-06,cancelled,heavy_cleaning,,367.0,306.0
85179,2023-04-06,completed,cleaning,3209,177.0,124.0
84394,2023-04-06,cancelled,cleaning,528,127.0,122.0
53108,2023-04-06,cancelled,cleaning,,70.0,75.0
102575,2023-04-06,completed,cleaning,1782,87.0,67.0
93176,2023-04-06,completed,cleaning,897,181.0,132.0
103092,2023-04-06,completed,furniture_assembly,1134,78.0,59.0
103430,2023-04-06,completed,express_cleaning,1819,59.0,52.0
60710,2023-04-06,completed,cleaning,2199,151.0,93.0
85007,2023-04-06,completed,cleaning,3599,167.0,122.0
85433,2023-04-06,completed,express_cleaning,3277,24.0,29.0
78903,2023-04-06,completed,cleaning,580,199.0,159.0
103254,2023-04-06,cancelled,cleaning,,186.0,168.0
102945,2023-04-06,completed,cleaning,1830,134.0,82.0
84959,2023-04-06,completed,cleaning,817,117.0,91.0
85001,2023-04-06,completed,cleaning,1400,168.0,129.0
103531,2023-04-06,completed,cleaning,2863,151.0,94.0
86304,2023-04-06,cancelled,cleaning,1853,130.0,103.0
102084,2023-04-06,completed,remodeling_cleaning,279,251.0,150.0
85544,2023-04-06,cancelled,cleaning,,87.0,77.0
103601,2023-04-06,cancelled,cleaning,,193.0,128.0
84994,2023-04-06,completed,cleaning,2540,142.0,119.0
84909,2023-04-06,completed,business_cleaning,104,163.0,102.0
82294,2023-04-06,cancelled,cleaning,,147.0,127.0
93675,2023-04-06,cancelled,cleaning,1211,-1.0,160.0
103556,2023-04-06,completed,ironing,1317,108.0,79.0
85083,2023-04-06,completed,cleaning,779,193.0,162.0
102718,2023-04-06,completed,heavy_cleaning,2512,232.0,201.0
60453,2023-04-06,completed,cleaning,754,118.0,94.0
102462,2023-04-06,completed,heavy_cleaning,582,224.0,182.0
101601,2023-04-06,completed,cleaning,858,102.0,94.0
83846,2023-04-06,cancelled,express_cleaning,3277,42.0,24.0
103295,2023-04-06,completed,cleaning,2094,187.0,170.0
102744,2023-04-06,completed,cleaning,2051,111.0,79.0
91737,2023-04-06,completed,cleaning,3492,194.0,138.0
85161,2023-04-06,completed,cleaning,2593,152.0,150.0
89353,2023-04-06,cancelled,cleaning,,115.0,80.0
89369,2023-04-06,completed,cleaning,2741,91.0,86.0
61061,2023-04-06,cancelled,cleaning,,190.0,144.0
86068,2023-04-06,completed,cleaning,422,92.0,103.0
103323,2023-04-06,completed,cleaning,2076,123.0,90.0
102204,2023-04-06,completed,cleaning,3462,196.0,142.0
83390,2023-04-06,cancelled,cleaning,,151.0,129.0
70689,2023-04-06,completed,cleaning,3529,171.0,135.0
56986,2023-04-06,cancelled,cleaning,460,109.0,67.0
85266,2023-04-06,cancelled,business_cleaning,1529,201.0,178.0
31507,2023-04-06,cancelled,cleaning,2698,142.0,122.0
103359,2023-04-06,completed,cleaning,3504,164.0,132.0
83748,2023-04-06,cancelled,cleaning,2163,154.0,124.0
103662,2023-04-06,completed,remodeling_cleaning,762,261.0,218.0
57628,2023-04-06,cancelled,cleaning,695,112.0,92.0
103318,2023-04-06,completed,cleaning,2410,154.0,121.0
102580,2023-04-06,completed,cleaning,2357,121.0,105.0
85341,2023-04-06,completed,cleaning,1616,134.0,94.0
103507,2023-04-06,completed,cleaning,633,237.0,186.0
99792,2023-04-06,completed,cleaning,2175,97.0,57.0
50513,2023-04-06,cancelled,cleaning,405,171.0,136.0
103682,2023-04-06,completed,cleaning,3593,151.0,117.0
99622,2023-04-06,completed,cleaning,2313,93.0,88.0
103367,2023-04-06,completed,ironing,304,130.0,102.0
69286,2023-04-06,completed,cleaning,2637,154.0,112.0
84263,2023-04-06,completed,cleaning,3421,138.0,143.0
103052,2023-04-06,completed,cleaning,3177,166.0,131.0
103639,2023-04-06,completed,cleaning,3510,190.0,112.0
83451,2023-04-06,cancelled,cleaning,790,142.0,127.0
103403,2023-04-06,completed,cleaning,3299,206.0,149.0
85213,2023-04-06,completed,cleaning,3539,105.0,75.0
103506,2023-04-06,completed,cleaning,3292,132.0,91.0
85239,2023-04-06,cancelled,cleaning,172,157.0,112.0
68888,2023-04-06,completed,cleaning,3413,195.0,137.0
77301,2023-04-06,cancelled,cleaning,2802,185.0,155.0
60635,2023-04-06,cancelled,cleaning,3265,123.0,106.0
95936,2023-04-06,cancelled,cleaning,,114.0,79.0
95870,2023-04-06,completed,cleaning,3794,145.0,144.0
83895,2023-04-06,cancelled,cleaning,,141.0,100.0
86074,2023-04-06,completed,cleaning,820,158.0,118.0
89461,2023-04-06,completed,cleaning,851,156.0,140.0
59092,2023-04-06,cancelled,cleaning,1747,126.0,97.0
85893,2023-04-06,completed,cleaning,1182,129.0,98.0
89378,2023-04-06,cancelled,cleaning,3595,185.0,146.0
80494,2023-04-06,cancelled,cleaning,1888,171.0,112.0
98278,2023-04-06,cancelled,cleaning,1742,181.0,139.0
103012,2023-04-06,completed,business_cleaning,2111,173.0,99.0
83889,2023-04-06,cancelled,cleaning,,104.0,90.0
85161,2023-04-06,completed,cleaning,3569,169.0,142.0
85180,2023-04-06,cancelled,cleaning,,175.0,150.0
100178,2023-04-06,completed,cleaning,3733,188.0,145.0
102435,2023-04-06,completed,business_cleaning,137,135.0,89.0
102860,2023-04-06,completed,heavy_cleaning,1260,209.0,160.0
21873,2023-04-06,cancelled,cleaning,,168.0,134.0
103582,2023-04-06,completed,cleaning,111,147.0,98.0
56904,2023-04-06,cancelled,cleaning,,124.0,84.0
83870,2023-04-06,completed,cleaning,3427,139.0,123.0
103130,2023-04-06,completed,cleaning,3445,142.0,111.0
73447,2023-04-06,cancelled,cleaning,,169.0,131.0
68926,2023-04-06,completed,cleaning,1519,116.0,97.0
85270,2023-04-06,completed,cleaning,2519,198.0,141.0
96696,2023-04-07,completed,cleaning,399,104.0,97.0
80715,2023-04-07,cancelled,business_cleaning,,213.0,191.0
103789,2023-04-07,completed,furniture_assembly,1388,165.0,121.0
86435,2023-04-07,cancelled,cleaning,6,101.0,87.0
65720,2023-04-07,cancelled,cleaning,1367,138.0,112.0
97077,2023-04-07,completed,cleaning,1395,113.0,92.0
62090,2023-04-07,completed,cleaning,904,116.0,97.0
61842,2023-04-07,completed,cleaning,504,179.0,136.0
72497,2023-04-07,cancelled,cleaning,3059,147.0,110.0
95200,2023-04-07,completed,cleaning,2992,189.0,139.0
61675,2023-04-07,completed,cleaning,928,156.0,126.0
84669,2023-04-07,cancelled,cleaning,3147,74.0,54.0
86100,2023-04-07,completed,cleaning,152,179.0,163.0
85958,2023-04-07,cancelled,cleaning,1502,135.0,119.0
103396,2023-04-07,completed,cleaning,2272,166.0,96.0
80223,2023-04-07,cancelled,business_cleaning,,139.0,84.0
85942,2023-04-07,cancelled,cleaning,2503,117.0,86.0
22280,2023-04-07,cancelled,cleaning,3280,109.0,90.0
103795,2023-04-07,cancelled,furniture_assembly,871,35.0,29.0
48062,2023-04-07,cancelled,cleaning,,155.0,98.0
100047,2023-04-07,completed,cleaning,244,149.0,123.0
62002,2023-04-07,completed,cleaning,47,193.0,177.0
61371,2023-04-07,completed,cleaning,3489,149.0,159.0
96231,2023-04-07,completed,cleaning,2241,115.0,95.0
61552,2023-04-07,completed,cleaning,1595,151.0,96.0
61553,2023-04-07,completed,cleaning,800,136.0,102.0
85814,2023-04-07,completed,cleaning,1443,128.0,90.0
57924,2023-04-07,cancelled,cleaning,,328.0,253.0
61964,2023-04-07,cancelled,cleaning,2451,161.0,129.0
84490,2023-04-07,cancelled,cleaning,1776,137.0,94.0
86063,2023-04-07,cancelled,cleaning,1998,57.0,62.0
86025,2023-04-07,cancelled,ironing,2070,152.0,133.0
84581,2023-04-07,cancelled,cleaning,,173.0,138.0
86285,2023-04-07,cancelled,cleaning,,111.0,103.0
99653,2023-04-07,completed,cleaning,1497,152.0,117.0
61569,2023-04-07,cancelled,cleaning,2153,149.0,115.0
69672,2023-04-07,cancelled,cleaning,,152.0,115.0
96541,2023-04-07,cancelled,cleaning,2236,-6.0,161.0
4006,2023-04-07,cancelled,cleaning,,182.0,157.0
86314,2023-04-07,cancelled,cleaning,2858,140.0,103.0
85799,2023-04-07,completed,cleaning,293,110.0,100.0
100790,2023-04-07,cancelled,heavy_cleaning,,207.0,175.0
83344,2023-04-07,cancelled,cleaning,931,137.0,111.0
85891,2023-04-07,cancelled,cleaning,1276,133.0,107.0
86169,2023-04-07,cancelled,cleaning,1882,87.0,68.0
85904,2023-04-07,cancelled,cleaning,593,135.0,99.0
103638,2023-04-07,completed,cleaning,183,148.0,116.0
89475,2023-04-07,cancelled,cleaning,,160.0,136.0
102905,2023-04-07,completed,express_cleaning,2886,52.0,52.0
85701,2023-04-07,completed,cleaning,1642,144.0,93.0
84666,2023-04-07,cancelled,cleaning,3612,110.0,91.0
4667,2023-04-07,cancelled,cleaning,,126.0,90.0
85792,2023-04-07,completed,ironing,37,103.0,76.0
44847,2023-04-07,cancelled,cleaning,143,158.0,129.0
84876,2023-04-07,completed,heavy_cleaning,2922,234.0,204.0
86030,2023-04-07,cancelled,cleaning,2609,167.0,141.0
103843,2023-04-07,completed,cleaning,3329,170.0,117.0
103731,2023-04-07,completed,cleaning,3514,144.0,106.0
86240,2023-04-07,cancelled,cleaning,3227,209.0,223.0
85907,2023-04-07,cancelled,cleaning,1983,159.0,121.0
103909,2023-04-07,completed,cleaning,2172,166.0,134.0
102874,2023-04-07,completed,cleaning,2195,125.0,85.0
104013,2023-04-07,completed,cleaning,3521,178.0,124.0
99900,2023-04-07,cancelled,cleaning,2538,157.0,129.0
93407,2023-04-07,cancelled,cleaning,889,170.0,123.0
67343,2023-04-07,cancelled,business_cleaning,1394,13.0,137.0
86209,2023-04-07,completed,cleaning,1071,134.0,138.0
89210,2023-04-07,cancelled,pre_moving_cleaning,,262.0,151.0
63805,2023-04-07,cancelled,cleaning,,149.0,125.0
95254,2023-04-07,cancelled,cleaning,,137.0,111.0
85950,2023-04-07,completed,cleaning,58,151.0,120.0
60154,2023-04-07,completed,ironing,1621,143.0,98.0
85877,2023-04-07,completed,cleaning,2099,131.0,90.0
86318,2023-04-07,completed,cleaning,3306,106.0,109.0
96200,2023-04-07,cancelled,cleaning,2599,109.0,101.0
84641,2023-04-07,cancelled,cleaning,3709,208.0,174.0
61783,2023-04-07,cancelled,cleaning,82,204.0,153.0
85892,2023-04-07,completed,cleaning,3208,155.0,130.0
98089,2023-04-07,cancelled,cleaning,,150.0,135.0
103772,2023-04-07,completed,cleaning,1752,175.0,118.0
86290,2023-04-07,completed,cleaning,1673,131.0,85.0
104022,2023-04-07,completed,cleaning,41,154.0,114.0
91696,2023-04-07,cancelled,cleaning,3534,152.0,115.0
85878,2023-04-07,completed,cleaning,1898,118.0,119.0
61449,2023-04-07,cancelled,cleaning,39,123.0,89.0
103834,2023-04-07,cancelled,cleaning,,134.0,70.0
50757,2023-04-07,cancelled,cleaning,,196.0,151.0
61940,2023-04-07,completed,cleaning,1851,102.0,114.0
103825,2023-04-07,completed,furniture_assembly,1388,105.0,74.0
61656,2023-04-07,cancelled,cleaning,,130.0,80.0
103982,2023-04-07,completed,cleaning,3221,171.0,155.0
94123,2023-04-07,cancelled,cleaning,3405,152.0,103.0
95028,2023-04-07,completed,cleaning,1089,134.0,96.0
103916,2023-04-07,completed,cleaning,3057,184.0,116.0
95450,2023-04-07,cancelled,cleaning,,201.0,144.0
86405,2023-04-07,cancelled,express_cleaning,,40.0,35.0
86370,2023-04-07,completed,cleaning,567,132.0,108.0
83034,2023-04-07,cancelled,cleaning,1356,152.0,147.0
85797,2023-04-07,completed,business_cleaning,189,135.0,105.0
9070,2023-04-08,cancelled,cleaning,,188.0,128.0
104213,2023-04-08,cancelled,heavy_cleaning,2951,232.0,165.0
86783,2023-04-08,cancelled,cleaning,3462,180.0,136.0
104238,2023-04-08,cancelled,express_cleaning,2930,36.0,43.0
104126,2023-04-08,completed,cleaning,2520,159.0,155.0
57873,2023-04-08,cancelled,cleaning,,283.0,206.0
104035,2023-04-08,completed,pre_moving_cleaning,484,176.0,137.0
62580,2023-04-08,cancelled,cleaning,,118.0,94.0
65557,2023-04-08,completed,cleaning,1502,83.0,83.0
67184,2023-04-08,cancelled,cleaning,,134.0,99.0
86514,2023-04-08,cancelled,heavy_cleaning,3188,168.0,156.0
91795,2023-04-08,cancelled,cleaning,,130.0,83.0
85241,2023-04-08,completed,cleaning,3838,149.0,169.0
74110,2023-04-08,cancelled,cleaning,2570,110.0,84.0
104235,2023-04-08,completed,cleaning,3650,132.0,130.0
86527,2023-04-08,completed,cleaning,2665,154.0,101.0
80039,2023-04-08,cancelled,cleaning,,154.0,100.0
104175,2023-04-08,completed,ironing,650,118.0,68.0
104118,2023-04-08,completed,pre_moving_cleaning,870,177.0,119.0
103516,2023-04-08,completed,cleaning,3876,105.0,61.0
103676,2023-04-08,completed,cleaning,3375,157.0,115.0
103584,2023-04-08,completed,cleaning,3555,214.0,147.0
70462,2023-04-08,completed,cleaning,1182,121.0,94.0
47117,2023-04-08,cancelled,cleaning,1347,121.0,81.0
104035,2023-04-08,completed,pre_moving_cleaning,801,187.0,141.0
104008,2023-04-08,completed,cleaning,498,171.0,108.0
86618,2023-04-08,completed,cleaning,1790,100.0,96.0
62301,2023-04-08,cancelled,cleaning,94,136.0,103.0
72102,2023-04-08,cancelled,cleaning,882,130.0,92.0
103373,2023-04-08,completed,cleaning,1829,118.0,85.0
102750,2023-04-08,completed,pre_moving_cleaning,86,238.0,149.0
86605,2023-04-08,cancelled,business_cleaning,,158.0,108.0
86514,2023-04-08,cancelled,heavy_cleaning,2766,187.0,147.0
86661,2023-04-08,completed,cleaning,2445,139.0,103.0
103966,2023-04-08,completed,cleaning,1561,144.0,94.0
104075,2023-04-08,completed,furniture_assembly,965,85.0,59.0
96020,2023-04-08,cancelled,heavy_cleaning,,332.0,267.0
100763,2023-04-08,cancelled,cleaning,,117.0,89.0
104035,2023-04-08,completed,pre_moving_cleaning,1568,202.0,157.0
62415,2023-04-08,completed,cleaning,3514,127.0,94.0
62552,2023-04-08,cancelled,cleaning,,116.0,85.0
86615,2023-04-08,completed,cleaning,2167,92.0,78.0
104131,2023-04-08,cancelled,cleaning,2851,6.0,145.0
62534,2023-04-08,cancelled,cleaning,,153.0,119.0
91999,2023-04-08,completed,cleaning,3015,91.0,79.0
62505,2023-04-08,cancelled,cleaning,751,163.0,127.0
104226,2023-04-08,completed,cleaning,3340,177.0,139.0
3927,2023-04-08,cancelled,cleaning,,134.0,108.0
104118,2023-04-08,completed,pre_moving_cleaning,1534,196.0,131.0
86617,2023-04-08,cancelled,cleaning,135,110.0,94.0
75926,2023-04-08,cancelled,cleaning,,159.0,129.0
96547,2023-04-08,cancelled,cleaning,,191.0,125.0
85547,2023-04-08,cancelled,cleaning,,154.0,108.0
62635,2023-04-08,completed,heavy_cleaning,1827,188.0,165.0
103534,2023-04-08,cancelled,cleaning,157,117.0,78.0
104148,2023-04-08,completed,heavy_cleaning,3089,221.0,178.0
86616,2023-04-08,cancelled,cleaning,3824,117.0,97.0
83838,2023-04-08,completed,cleaning,2561,188.0,146.0
102750,2023-04-08,completed,pre_moving_cleaning,557,253.0,159.0
99375,2023-04-08,completed,cleaning,2406,126.0,104.0
50283,2023-04-08,cancelled,ironing,237,103.0,104.0
103470,2023-04-08,completed,heavy_cleaning,2326,172.0,134.0
62669,2023-04-08,cancelled,cleaning,1192,204.0,154.0
62635,2023-04-08,completed,heavy_cleaning,2278,193.0,165.0
104148,2023-04-08,completed,heavy_cleaning,2111,218.0,188.0
94392,2023-04-08,cancelled,cleaning,,150.0,113.0
61225,2023-04-08,cancelled,cleaning,,113.0,98.0
104084,2023-04-08,completed,furniture_assembly,991,55.0,54.0
104073,2023-04-08,completed,furniture_assembly,2846,82.0,65.0
62717,2023-04-08,completed,cleaning,1575,129.0,101.0
103470,2023-04-08,completed,heavy_cleaning,3492,172.0,135.0
104241,2023-04-08,completed,cleaning,1758,121.0,95.0
104399,2023-04-09,completed,furniture_assembly,374,196.0,112.0
104310,2023-04-09,completed,ironing,489,113.0,95.0
91912,2023-04-09,cancelled,cleaning,3816,129.0,84.0
104294,2023-04-09,completed,heavy_cleaning,687,191.0,139.0
104192,2023-04-09,completed,heavy_cleaning,2215,191.0,158.0
104192,2023-04-09,completed,heavy_cleaning,1533,193.0,165.0
104296,2023-04-09,completed,cleaning,141,158.0,103.0
104391,2023-04-09,completed,heavy_cleaning,3387,187.0,137.0
53731,2023-04-09,cancelled,heavy_cleaning,,187.0,148.0
61321,2023-04-09,cancelled,cleaning,2715,156.0,117.0
104045,2023-04-09,cancelled,heavy_cleaning,,202.0,173.0
87222,2023-04-09,cancelled,cleaning,,178.0,140.0
63202,2023-04-09,cancelled,cleaning,2479,127.0,90.0
104249,2023-04-09,completed,cleaning,3850,164.0,112.0
97192,2023-04-09,cancelled,cleaning,3508,140.0,113.0
56382,2023-04-09,completed,cleaning,1233,135.0,107.0
92511,2023-04-09,cancelled,cleaning,,150.0,116.0
104296,2023-04-09,completed,cleaning,408,146.0,107.0
104211,2023-04-09,completed,ironing,1580,168.0,123.0
50678,2023-04-10,completed,cleaning,1160,116.0,91.0
88157,2023-04-10,completed,cleaning,2756,124.0,81.0
88052,2023-04-10,completed,cleaning,2327,93.0,91.0
98437,2023-04-10,completed,cleaning,2286,180.0,141.0
103360,2023-04-10,completed,heavy_cleaning,3612,187.0,151.0
104475,2023-04-10,completed,furniture_assembly,778,102.0,85.0
103439,2023-04-10,cancelled,cleaning,3569,181.0,122.0
88135,2023-04-10,completed,business_cleaning,153,111.0,90.0
86949,2023-04-10,cancelled,cleaning,2126,122.0,95.0
64175,2023-04-10,completed,cleaning,1584,109.0,82.0
57948,2023-04-10,completed,cleaning,108,142.0,102.0
88087,2023-04-10,completed,cleaning,1473,167.0,148.0
68685,2023-04-10,completed,cleaning,1866,85.0,84.0
88842,2023-04-10,cancelled,cleaning,3714,155.0,116.0
85924,2023-04-10,cancelled,cleaning,2700,121.0,104.0
98467,2023-04-10,completed,cleaning,1106,147.0,126.0
64367,2023-04-10,completed,cleaning,3126,166.0,135.0
48275,2023-04-10,cancelled,heavy_cleaning,,208.0,175.0
84913,2023-04-10,cancelled,ironing,,114.0,70.0
82906,2023-04-10,cancelled,cleaning,3281,89.0,67.0
62103,2023-04-10,completed,cleaning,67,136.0,89.0
87369,2023-04-10,cancelled,cleaning,,140.0,101.0
74013,2023-04-10,cancelled,cleaning,101,102.0,89.0
62898,2023-04-10,cancelled,cleaning,2183,82.0,69.0
64055,2023-04-10,cancelled,ironing,,83.0,72.0
70573,2023-04-10,completed,cleaning,3545,175.0,129.0
87787,2023-04-10,completed,ironing,1562,153.0,112.0
64314,2023-04-10,cancelled,cleaning,,124.0,98.0
103360,2023-04-10,completed,heavy_cleaning,595,172.0,133.0
88137,2023-04-10,cancelled,cleaning,94,107.0,78.0
88267,2023-04-10,completed,cleaning,2581,133.0,92.0
104016,2023-04-10,cancelled,cleaning,888,130.0,93.0
87669,2023-04-10,cancelled,cleaning,878,89.0,60.0
104000,2023-04-10,completed,furniture_assembly,1019,441.0,344.0
64156,2023-04-10,completed,cleaning,468,117.0,96.0
57546,2023-04-10,completed,cleaning,400,186.0,141.0
104252,2023-04-10,completed,cleaning,26,192.0,148.0
64152,2023-04-10,cancelled,cleaning,,103.0,90.0
65248,2023-04-10,cancelled,cleaning,,165.0,124.0
88241,2023-04-10,completed,cleaning,926,125.0,125.0
92251,2023-04-10,completed,cleaning,1984,129.0,103.0
63815,2023-04-10,cancelled,cleaning,,139.0,98.0
76390,2023-04-10,completed,cleaning,1385,128.0,82.0
87683,2023-04-10,completed,business_cleaning,273,145.0,120.0
90433,2023-04-10,cancelled,cleaning,,102.0,90.0
62829,2023-04-10,cancelled,cleaning,,168.0,143.0
101540,2023-04-10,completed,heavy_cleaning,3089,249.0,181.0
89827,2023-04-10,cancelled,express_cleaning,3147,45.0,41.0
89013,2023-04-10,completed,cleaning,247,131.0,124.0
63974,2023-04-10,completed,cleaning,960,160.0,130.0
63717,2023-04-10,cancelled,cleaning,,114.0,74.0
97334,2023-04-10,completed,cleaning,2125,172.0,141.0
104344,2023-04-10,completed,furniture_assembly,965,86.0,77.0
104514,2023-04-10,cancelled,cleaning,3340,169.0,125.0
104640,2023-04-10,cancelled,furniture_assembly,726,142.0,82.0
64087,2023-04-10,completed,cleaning,3529,184.0,118.0
64347,2023-04-10,completed,cleaning,2864,109.0,96.0
73183,2023-04-10,cancelled,cleaning,,120.0,95.0
104223,2023-04-10,completed,cleaning,1510,161.0,102.0
104346,2023-04-10,completed,furniture_assembly,374,83.0,54.0
85193,2023-04-10,cancelled,cleaning,846,198.0,165.0
104540,2023-04-10,cancelled,cleaning,,151.0,117.0
72065,2023-04-10,cancelled,cleaning,2582,176.0,127.0
84185,2023-04-10,completed,cleaning,489,169.0,130.0
87674,2023-04-10,completed,business_cleaning,431,127.0,94.0
88833,2023-04-10,completed,cleaning,1621,162.0,154.0
94348,2023-04-10,cancelled,cleaning,,174.0,124.0
64153,2023-04-10,cancelled,cleaning,1062,103.0,77.0
93734,2023-04-10,cancelled,furniture_assembly,950,14.0,64.0
99855,2023-04-10,completed,cleaning,1937,110.0,117.0
61244,2023-04-10,cancelled,heavy_cleaning,,191.0,164.0
87865,2023-04-10,completed,cleaning,266,173.0,135.0
86802,2023-04-10,cancelled,heavy_cleaning,3124,217.0,197.0
89717,2023-04-10,completed,ironing,2273,85.0,78.0
92562,2023-04-10,completed,cleaning,2614,182.0,150.0
87916,2023-04-10,completed,cleaning,3356,163.0,133.0
84054,2023-04-10,cancelled,business_cleaning,,186.0,163.0
103216,2023-04-10,completed,cleaning,2922,157.0,112.0
104193,2023-04-10,cancelled,cleaning,,166.0,131.0
104594,2023-04-10,completed,cleaning,430,138.0,91.0
104006,2023-04-10,completed,cleaning,1014,155.0,112.0
103222,2023-04-10,completed,cleaning,3197,172.0,137.0
104524,2023-04-10,completed,cleaning,28,152.0,91.0
104538,2023-04-10,completed,cleaning,3176,159.0,115.0
104480,2023-04-10,completed,furniture_assembly,1197,90.0,68.0
104477,2023-04-10,completed,furniture_assembly,577,57.0,66.0
104447,2023-04-10,cancelled,furniture_assembly,1985,35.0,25.0
54401,2023-04-10,completed,cleaning,1685,106.0,85.0
104434,2023-04-10,completed,cleaning,3277,106.0,70.0
64071,2023-04-10,cancelled,cleaning,1471,152.0,131.0
102362,2023-04-10,completed,cleaning,3063,94.0,64.0
87854,2023-04-10,completed,cleaning,40,160.0,131.0
64097,2023-04-10,cancelled,heavy_cleaning,409,214.0,187.0
64192,2023-04-10,completed,cleaning,3478,154.0,121.0
63794,2023-04-10,cancelled,cleaning,543,136.0,118.0
62076,2023-04-10,cancelled,cleaning,2252,166.0,111.0
103245,2023-04-10,cancelled,furniture_assembly,724,-10.0,117.0
91738,2023-04-10,cancelled,cleaning,3664,186.0,154.0
101910,2023-04-10,completed,heavy_cleaning,716,215.0,148.0
103564,2023-04-10,completed,cleaning,3720,74.0,76.0
104466,2023-04-10,completed,furniture_assembly,369,83.0,64.0
104185,2023-04-10,completed,cleaning,2100,138.0,92.0
97193,2023-04-10,cancelled,cleaning,,152.0,116.0
104518,2023-04-10,completed,cleaning,679,178.0,118.0
74343,2023-04-10,cancelled,cleaning,,139.0,91.0
86988,2023-04-10,cancelled,heavy_cleaning,1305,180.0,174.0
64204,2023-04-10,completed,cleaning,464,161.0,113.0
78663,2023-04-10,cancelled,cleaning,2437,189.0,138.0
90303,2023-04-10,cancelled,cleaning,783,102.0,87.0
86710,2023-04-10,cancelled,cleaning,,97.0,68.0
